name,amount,lastUpdate,date
hard,71,2021-05-16T13:40:55.203Z,2021-05-16T13:40:55.203Z
moderate,25,2021-05-16T13:40:55.203Z,2021-05-16T13:40:55.203Z
critical,42,2021-05-16T13:40:55.203Z,2021-05-16T13:40:55.203Z
breath,35,2021-05-16T13:40:55.203Z,2021-05-16T13:40:55.203Z
