total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3321,1236,260,196,458,302,2021-02-27T19:07:16.380Z
100,37,21,16,37,24,2021-02-27T19:07:16.380Z
