age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,255443,141360,1538337,16.6,9.2,2021-02-27T19:07:16.380Z
20-29,778197,363615,1300361,59.8,28.0,2021-02-27T19:07:16.380Z
30-39,802892,434031,1197026,67.1,36.3,2021-02-27T19:07:16.380Z
40-49,822980,602562,1098556,74.9,54.9,2021-02-27T19:07:16.380Z
50-59,687935,555430,849966,80.9,65.3,2021-02-27T19:07:16.380Z
60-69,624251,558251,741639,84.2,75.3,2021-02-27T19:07:16.380Z
70-79,459887,428162,490784,93.7,87.2,2021-02-27T19:07:16.380Z
80-89,205128,189799,225538,91.0,84.2,2021-02-27T19:07:16.380Z
90+,48180,43768,51496,93.6,85.0,2021-02-27T19:07:16.380Z
