section,male,female,lastUpdate,date
0,0,1,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
10,1,1,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
20,0,4,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
30,3,2,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
40,22,8,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
50,36,21,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
60,79,34,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
70,66,41,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
80,31,31,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
90,4,14,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
