section,male,female,lastUpdate,date
0,0,0,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
10,1,1,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
20,0,0,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
30,2,0,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
40,7,0,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
50,22,9,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
60,44,11,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
70,32,25,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
80,10,12,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
90,0,2,2020-11-01T03:52:30.903Z,2020-11-01T03:52:30.903Z
