total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,694,127,88,226,244,2021-03-26T06:17:10.000Z
100,24,18,13,33,35,2021-03-26T06:17:10.000Z
