section,male,female,lastUpdate,date
0,1,2,2020-12-27T16:26:47.000Z,2020-12-27T16:26:47.000Z
10,1,2,2020-12-27T16:26:47.000Z,2020-12-27T16:26:47.000Z
20,3,6,2020-12-27T16:26:47.000Z,2020-12-27T16:26:47.000Z
30,12,8,2020-12-27T16:26:47.000Z,2020-12-27T16:26:47.000Z
40,22,15,2020-12-27T16:26:47.000Z,2020-12-27T16:26:47.000Z
50,111,60,2020-12-27T16:26:47.000Z,2020-12-27T16:26:47.000Z
60,307,125,2020-12-27T16:26:47.000Z,2020-12-27T16:26:47.000Z
70,542,263,2020-12-27T16:26:47.000Z,2020-12-27T16:26:47.000Z
80,591,502,2020-12-27T16:26:47.000Z,2020-12-27T16:26:47.000Z
90,265,387,2020-12-27T16:26:47.000Z,2020-12-27T16:26:47.000Z
