total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,899,157,125,342,237,2021-03-18T06:20:10.013Z
100,28,17,14,38,26,2021-03-18T06:20:10.013Z
