Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
258,496,1120,588,2884,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
