name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
אוגוסטה ויקטוריה,,,2,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
שערי צדק,,95.45454406738281,124,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
אסותא אשדוד,,,52,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
בני ציון,,81.52424621582031,65,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
ברזילי,,70.0,89,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
הדסה עין כרם,,102.4291534423828,110,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
הכרמל,,68.91615295410156,45,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
הלל יפה,,67.7669906616211,48,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
המרכזי בעמק,,71.89655303955078,138,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
המשפחה הקדושה,,,0,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
הסקוטי,,109.219856262207,15,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
השרון ק. גולדה,,55.60165786743164,25,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
וולפסון,,64.71449279785156,33,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
זיו צפת,,68.58789825439453,40,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
לניאדו,,82.17269897460938,29,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
אל מקאסד,,,0,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
מעייני הישועה,,92.6517562866211,38,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
נהריה,,72.7524185180664,107,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
סוראסקי,,99.74380493164062,139,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
סורוקה,,66.37705993652344,72,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
סנט ג'וזף,,,7,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
סנט וינסנט,,64.17910766601562,6,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
פוריה,,64.22534942626953,39,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
קפלן,,81.04692840576172,79,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
רבין ק. בילינסון,,78.443115234375,132,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
"רמב""ם",,80.72164916992188,117,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
שיבא,,85.88607788085938,106,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
שמיר (אסף הרופא),,60.9427604675293,103,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
שניידר,,,0,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
מאיר,,72.10797119140625,62,2020-09-25T06:32:04.000Z,2020-09-25T06:32:04.000Z
