Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
252,553,764,319,2138,2020-10-01T16:23:41.577Z,2020-10-01T16:23:41.577Z
