section,male,female,lastUpdate,date
0,0,0,2020-11-24T17:00:34.320Z,2020-11-24T17:00:34.320Z
10,2,0,2020-11-24T17:00:34.320Z,2020-11-24T17:00:34.320Z
20,0,0,2020-11-24T17:00:34.320Z,2020-11-24T17:00:34.320Z
30,0,1,2020-11-24T17:00:34.320Z,2020-11-24T17:00:34.320Z
40,6,2,2020-11-24T17:00:34.320Z,2020-11-24T17:00:34.320Z
50,10,5,2020-11-24T17:00:34.320Z,2020-11-24T17:00:34.320Z
60,22,7,2020-11-24T17:00:34.320Z,2020-11-24T17:00:34.320Z
70,25,17,2020-11-24T17:00:34.320Z,2020-11-24T17:00:34.320Z
80,5,10,2020-11-24T17:00:34.320Z,2020-11-24T17:00:34.320Z
90,2,1,2020-11-24T17:00:34.320Z,2020-11-24T17:00:34.320Z
