dates,averages,lastUpdate
"{'begin_date': '27.12.20', 'end_date': '2.1.21'}",5239,2021-01-20T15:51:00.880Z
"{'begin_date': '3.1.21', 'end_date': '9.1.21'}",7244,2021-01-20T15:51:00.880Z
"{'begin_date': '10.1.21', 'end_date': '16.1.21'}",8316,2021-01-20T15:51:00.880Z
"{'begin_date': '17.1.21', 'end_date': '20.1.21'}",7466,2021-01-20T15:51:00.880Z
