age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,24594,2419,1505185,1.6,0.2,2021-01-20T15:51:00.880Z
20-29,163513,21564,1277634,12.8,1.7,2021-01-20T15:51:00.880Z
30-39,196703,35830,1186386,16.6,3.0,2021-01-20T15:51:00.880Z
40-49,344398,52285,1080768,31.9,4.8,2021-01-20T15:51:00.880Z
50-59,439498,62298,832687,52.8,7.5,2021-01-20T15:51:00.880Z
60-69,514801,192369,735380,70.0,26.2,2021-01-20T15:51:00.880Z
70-79,404907,176017,462148,87.6,38.1,2021-01-20T15:51:00.880Z
80-89,179504,68091,222547,80.7,30.6,2021-01-20T15:51:00.880Z
90+,42045,14791,50589,83.1,29.2,2021-01-20T15:51:00.880Z
