section,male,female,lastUpdate,date
0,2,1,2021-01-15T11:40:28.147Z,2021-01-15T11:40:28.147Z
10,2,2,2021-01-15T11:40:28.147Z,2021-01-15T11:40:28.147Z
20,6,9,2021-01-15T11:40:28.147Z,2021-01-15T11:40:28.147Z
30,13,8,2021-01-15T11:40:28.147Z,2021-01-15T11:40:28.147Z
40,25,24,2021-01-15T11:40:28.147Z,2021-01-15T11:40:28.147Z
50,135,64,2021-01-15T11:40:28.147Z,2021-01-15T11:40:28.147Z
60,368,154,2021-01-15T11:40:28.147Z,2021-01-15T11:40:28.147Z
70,645,315,2021-01-15T11:40:28.147Z,2021-01-15T11:40:28.147Z
80,726,612,2021-01-15T11:40:28.147Z,2021-01-15T11:40:28.147Z
90,338,460,2021-01-15T11:40:28.147Z,2021-01-15T11:40:28.147Z
