section,male,female,lastUpdate,date
0,17212,16472,2020-11-08T16:30:34.903Z,2020-11-08T16:30:34.903Z
10,38963,27843,2020-11-08T16:30:34.903Z,2020-11-08T16:30:34.903Z
20,33164,30070,2020-11-08T16:30:34.903Z,2020-11-08T16:30:34.903Z
30,22070,21768,2020-11-08T16:30:34.903Z,2020-11-08T16:30:34.903Z
40,19277,20341,2020-11-08T16:30:34.903Z,2020-11-08T16:30:34.903Z
50,14971,15488,2020-11-08T16:30:34.903Z,2020-11-08T16:30:34.903Z
60,10897,9640,2020-11-08T16:30:34.903Z,2020-11-08T16:30:34.903Z
70,5338,4878,2020-11-08T16:30:34.903Z,2020-11-08T16:30:34.903Z
80,2319,2893,2020-11-08T16:30:34.903Z,2020-11-08T16:30:34.903Z
90,550,1263,2020-11-08T16:30:34.903Z,2020-11-08T16:30:34.903Z
