name,amount,lastUpdate,date
hard,455,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
moderate,175,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
critical,156,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
name,amount,lastUpdate,date
hard,455,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
moderate,175,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
critical,156,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
