section,male,female,lastUpdate,date
0,0,0,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
10,2,0,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
20,0,0,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
30,0,0,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
40,3,2,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
50,14,2,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
60,24,10,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
70,23,15,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
80,9,6,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
90,2,0,2020-12-20T19:03:13.143Z,2020-12-20T19:03:13.143Z
