section,male,female,lastUpdate,date
0,1,1,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
10,1,2,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
20,3,7,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
30,12,7,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
40,23,18,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
50,120,61,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
60,320,129,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
70,561,275,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
80,619,526,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
90,286,412,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
