section,male,female,lastUpdate,date
0,0,0,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
10,1,1,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
20,4,1,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
30,8,5,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
40,30,21,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
50,69,30,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
60,122,49,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
70,118,92,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
80,73,58,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
90,22,15,2021-01-02T14:23:22.093Z,2021-01-02T14:23:22.093Z
