date,amount,lastUpdate
,230,2021-01-02T14:23:22.093Z
2020-02-12T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-13T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-14T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-15T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-16T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-17T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-18T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-19T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-20T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-21T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-22T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-23T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-24T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-25T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-26T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-27T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-28T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-02-29T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-01T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-02T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-03T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-04T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-05T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-06T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-07T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-08T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-09T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-10T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-11T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-12T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-13T00:00:00.000Z,1,2021-01-02T14:23:22.093Z
2020-03-14T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-15T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-16T00:00:00.000Z,0,2021-01-02T14:23:22.093Z
2020-03-17T00:00:00.000Z,2,2021-01-02T14:23:22.093Z
2020-03-18T00:00:00.000Z,2,2021-01-02T14:23:22.093Z
2020-03-19T00:00:00.000Z,4,2021-01-02T14:23:22.093Z
2020-03-20T00:00:00.000Z,1,2021-01-02T14:23:22.093Z
2020-03-21T00:00:00.000Z,1,2021-01-02T14:23:22.093Z
2020-03-22T00:00:00.000Z,4,2021-01-02T14:23:22.093Z
2020-03-23T00:00:00.000Z,6,2021-01-02T14:23:22.093Z
2020-03-24T00:00:00.000Z,5,2021-01-02T14:23:22.093Z
2020-03-25T00:00:00.000Z,6,2021-01-02T14:23:22.093Z
2020-03-26T00:00:00.000Z,11,2021-01-02T14:23:22.093Z
2020-03-27T00:00:00.000Z,18,2021-01-02T14:23:22.093Z
2020-03-28T00:00:00.000Z,9,2021-01-02T14:23:22.093Z
2020-03-29T00:00:00.000Z,15,2021-01-02T14:23:22.093Z
2020-03-30T00:00:00.000Z,35,2021-01-02T14:23:22.093Z
2020-03-31T00:00:00.000Z,49,2021-01-02T14:23:22.093Z
2020-04-01T00:00:00.000Z,35,2021-01-02T14:23:22.093Z
2020-04-02T00:00:00.000Z,96,2021-01-02T14:23:22.093Z
2020-04-03T00:00:00.000Z,58,2021-01-02T14:23:22.093Z
2020-04-04T00:00:00.000Z,57,2021-01-02T14:23:22.093Z
2020-04-05T00:00:00.000Z,107,2021-01-02T14:23:22.093Z
2020-04-06T00:00:00.000Z,126,2021-01-02T14:23:22.093Z
2020-04-07T00:00:00.000Z,126,2021-01-02T14:23:22.093Z
2020-04-08T00:00:00.000Z,125,2021-01-02T14:23:22.093Z
2020-04-09T00:00:00.000Z,120,2021-01-02T14:23:22.093Z
2020-04-10T00:00:00.000Z,143,2021-01-02T14:23:22.093Z
2020-04-11T00:00:00.000Z,137,2021-01-02T14:23:22.093Z
2020-04-12T00:00:00.000Z,284,2021-01-02T14:23:22.093Z
2020-04-13T00:00:00.000Z,305,2021-01-02T14:23:22.093Z
2020-04-14T00:00:00.000Z,314,2021-01-02T14:23:22.093Z
2020-04-15T00:00:00.000Z,297,2021-01-02T14:23:22.093Z
2020-04-16T00:00:00.000Z,346,2021-01-02T14:23:22.093Z
2020-04-17T00:00:00.000Z,372,2021-01-02T14:23:22.093Z
2020-04-18T00:00:00.000Z,258,2021-01-02T14:23:22.093Z
2020-04-19T00:00:00.000Z,402,2021-01-02T14:23:22.093Z
2020-04-20T00:00:00.000Z,466,2021-01-02T14:23:22.093Z
2020-04-21T00:00:00.000Z,390,2021-01-02T14:23:22.093Z
2020-04-22T00:00:00.000Z,413,2021-01-02T14:23:22.093Z
2020-04-23T00:00:00.000Z,350,2021-01-02T14:23:22.093Z
2020-04-24T00:00:00.000Z,358,2021-01-02T14:23:22.093Z
2020-04-25T00:00:00.000Z,388,2021-01-02T14:23:22.093Z
2020-04-26T00:00:00.000Z,445,2021-01-02T14:23:22.093Z
2020-04-27T00:00:00.000Z,484,2021-01-02T14:23:22.093Z
2020-04-28T00:00:00.000Z,578,2021-01-02T14:23:22.093Z
2020-04-29T00:00:00.000Z,365,2021-01-02T14:23:22.093Z
2020-04-30T00:00:00.000Z,449,2021-01-02T14:23:22.093Z
2020-05-01T00:00:00.000Z,429,2021-01-02T14:23:22.093Z
2020-05-02T00:00:00.000Z,303,2021-01-02T14:23:22.093Z
2020-05-03T00:00:00.000Z,320,2021-01-02T14:23:22.093Z
2020-05-04T00:00:00.000Z,270,2021-01-02T14:23:22.093Z
2020-05-05T00:00:00.000Z,330,2021-01-02T14:23:22.093Z
2020-05-06T00:00:00.000Z,268,2021-01-02T14:23:22.093Z
2020-05-07T00:00:00.000Z,241,2021-01-02T14:23:22.093Z
2020-05-08T00:00:00.000Z,232,2021-01-02T14:23:22.093Z
2020-05-09T00:00:00.000Z,97,2021-01-02T14:23:22.093Z
2020-05-10T00:00:00.000Z,177,2021-01-02T14:23:22.093Z
2020-05-11T00:00:00.000Z,341,2021-01-02T14:23:22.093Z
2020-05-12T00:00:00.000Z,269,2021-01-02T14:23:22.093Z
2020-05-13T00:00:00.000Z,186,2021-01-02T14:23:22.093Z
2020-05-14T00:00:00.000Z,245,2021-01-02T14:23:22.093Z
2020-05-15T00:00:00.000Z,166,2021-01-02T14:23:22.093Z
2020-05-16T00:00:00.000Z,104,2021-01-02T14:23:22.093Z
2020-05-17T00:00:00.000Z,157,2021-01-02T14:23:22.093Z
2020-05-18T00:00:00.000Z,285,2021-01-02T14:23:22.093Z
2020-05-19T00:00:00.000Z,160,2021-01-02T14:23:22.093Z
2020-05-20T00:00:00.000Z,122,2021-01-02T14:23:22.093Z
2020-05-21T00:00:00.000Z,135,2021-01-02T14:23:22.093Z
2020-05-22T00:00:00.000Z,164,2021-01-02T14:23:22.093Z
2020-05-23T00:00:00.000Z,47,2021-01-02T14:23:22.093Z
2020-05-24T00:00:00.000Z,122,2021-01-02T14:23:22.093Z
2020-05-25T00:00:00.000Z,136,2021-01-02T14:23:22.093Z
2020-05-26T00:00:00.000Z,97,2021-01-02T14:23:22.093Z
2020-05-27T00:00:00.000Z,64,2021-01-02T14:23:22.093Z
2020-05-28T00:00:00.000Z,120,2021-01-02T14:23:22.093Z
2020-05-29T00:00:00.000Z,40,2021-01-02T14:23:22.093Z
2020-05-30T00:00:00.000Z,41,2021-01-02T14:23:22.093Z
2020-05-31T00:00:00.000Z,62,2021-01-02T14:23:22.093Z
2020-06-01T00:00:00.000Z,74,2021-01-02T14:23:22.093Z
2020-06-02T00:00:00.000Z,56,2021-01-02T14:23:22.093Z
2020-06-03T00:00:00.000Z,29,2021-01-02T14:23:22.093Z
2020-06-04T00:00:00.000Z,42,2021-01-02T14:23:22.093Z
2020-06-05T00:00:00.000Z,39,2021-01-02T14:23:22.093Z
2020-06-06T00:00:00.000Z,24,2021-01-02T14:23:22.093Z
2020-06-07T00:00:00.000Z,45,2021-01-02T14:23:22.093Z
2020-06-08T00:00:00.000Z,42,2021-01-02T14:23:22.093Z
2020-06-09T00:00:00.000Z,47,2021-01-02T14:23:22.093Z
2020-06-10T00:00:00.000Z,54,2021-01-02T14:23:22.093Z
2020-06-11T00:00:00.000Z,58,2021-01-02T14:23:22.093Z
2020-06-12T00:00:00.000Z,55,2021-01-02T14:23:22.093Z
2020-06-13T00:00:00.000Z,42,2021-01-02T14:23:22.093Z
2020-06-14T00:00:00.000Z,51,2021-01-02T14:23:22.093Z
2020-06-15T00:00:00.000Z,91,2021-01-02T14:23:22.093Z
2020-06-16T00:00:00.000Z,55,2021-01-02T14:23:22.093Z
2020-06-17T00:00:00.000Z,48,2021-01-02T14:23:22.093Z
2020-06-18T00:00:00.000Z,54,2021-01-02T14:23:22.093Z
2020-06-19T00:00:00.000Z,58,2021-01-02T14:23:22.093Z
2020-06-20T00:00:00.000Z,37,2021-01-02T14:23:22.093Z
