total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,362,86,50,89,132,2021-04-14T05:20:44.447Z
100,13,24,14,25,36,2021-04-14T05:20:44.447Z
