section,male,female,lastUpdate,date
0,7561,7314,2020-09-10T19:30:55.320Z,2020-09-10T19:30:55.320Z
10,17265,12220,2020-09-10T19:30:55.320Z,2020-09-10T19:30:55.320Z
20,15109,14464,2020-09-10T19:30:55.320Z,2020-09-10T19:30:55.320Z
30,9983,9989,2020-09-10T19:30:55.320Z,2020-09-10T19:30:55.320Z
40,8708,9482,2020-09-10T19:30:55.320Z,2020-09-10T19:30:55.320Z
50,6896,7225,2020-09-10T19:30:55.320Z,2020-09-10T19:30:55.320Z
60,4804,4455,2020-09-10T19:30:55.320Z,2020-09-10T19:30:55.320Z
70,2380,2230,2020-09-10T19:30:55.320Z,2020-09-10T19:30:55.320Z
80,1007,1359,2020-09-10T19:30:55.320Z,2020-09-10T19:30:55.320Z
90,247,592,2020-09-10T19:30:55.320Z,2020-09-10T19:30:55.320Z
