section,male,female,lastUpdate,date
0,0,1,2020-10-29T17:23:27.117Z,2020-10-29T17:23:27.117Z
10,1,1,2020-10-29T17:23:27.117Z,2020-10-29T17:23:27.117Z
20,0,4,2020-10-29T17:23:27.117Z,2020-10-29T17:23:27.117Z
30,5,1,2020-10-29T17:23:27.117Z,2020-10-29T17:23:27.117Z
40,26,4,2020-10-29T17:23:27.117Z,2020-10-29T17:23:27.117Z
50,35,24,2020-10-29T17:23:27.117Z,2020-10-29T17:23:27.117Z
60,89,33,2020-10-29T17:23:27.117Z,2020-10-29T17:23:27.117Z
70,76,41,2020-10-29T17:23:27.117Z,2020-10-29T17:23:27.117Z
80,37,37,2020-10-29T17:23:27.117Z,2020-10-29T17:23:27.117Z
90,5,16,2020-10-29T17:23:27.117Z,2020-10-29T17:23:27.117Z
