section,male,female,lastUpdate,date
0,60964,57579,2021-03-17T19:09:09.100Z,2021-03-17T19:09:09.100Z
10,91071,82437,2021-03-17T19:09:09.100Z,2021-03-17T19:09:09.100Z
20,75807,79281,2021-03-17T19:09:09.100Z,2021-03-17T19:09:09.100Z
30,55081,59001,2021-03-17T19:09:09.100Z,2021-03-17T19:09:09.100Z
40,45821,50802,2021-03-17T19:09:09.100Z,2021-03-17T19:09:09.100Z
50,34165,36941,2021-03-17T19:09:09.100Z,2021-03-17T19:09:09.100Z
60,23332,22790,2021-03-17T19:09:09.100Z,2021-03-17T19:09:09.100Z
70,11581,11620,2021-03-17T19:09:09.100Z,2021-03-17T19:09:09.100Z
80,5098,7004,2021-03-17T19:09:09.100Z,2021-03-17T19:09:09.100Z
90,1372,2870,2021-03-17T19:09:09.100Z,2021-03-17T19:09:09.100Z
