section,male,female,lastUpdate,date
0,47258,44519,2021-02-09T19:30:02.767Z,2021-02-09T19:30:02.767Z
10,78967,69129,2021-02-09T19:30:02.767Z,2021-02-09T19:30:02.767Z
20,65814,66711,2021-02-09T19:30:02.767Z,2021-02-09T19:30:02.767Z
30,47171,49717,2021-02-09T19:30:02.767Z,2021-02-09T19:30:02.767Z
40,40377,44442,2021-02-09T19:30:02.767Z,2021-02-09T19:30:02.767Z
50,30752,32697,2021-02-09T19:30:02.767Z,2021-02-09T19:30:02.767Z
60,21478,20490,2021-02-09T19:30:02.767Z,2021-02-09T19:30:02.767Z
70,10653,10434,2021-02-09T19:30:02.767Z,2021-02-09T19:30:02.767Z
80,4714,6377,2021-02-09T19:30:02.767Z,2021-02-09T19:30:02.767Z
90,1243,2649,2021-02-09T19:30:02.767Z,2021-02-09T19:30:02.767Z
