total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3124,1595,253,239,630,373,2021-02-09T19:30:02.767Z
100,51,16,15,39,23,2021-02-09T19:30:02.767Z
