amount,lastUpdate
0,2021-03-20T18:12:54.523Z
0,2021-03-20T18:12:54.523Z
0,2021-03-20T18:12:54.523Z
1,2021-03-20T18:12:54.523Z
2,2021-03-20T18:12:54.523Z
3,2021-03-20T18:12:54.523Z
5,2021-03-20T18:12:54.523Z
5,2021-03-20T18:12:54.523Z
6,2021-03-20T18:12:54.523Z
7,2021-03-20T18:12:54.523Z
7,2021-03-20T18:12:54.523Z
7,2021-03-20T18:12:54.523Z
6,2021-03-20T18:12:54.523Z
9,2021-03-20T18:12:54.523Z
11,2021-03-20T18:12:54.523Z
12,2021-03-20T18:12:54.523Z
16,2021-03-20T18:12:54.523Z
21,2021-03-20T18:12:54.523Z
23,2021-03-20T18:12:54.523Z
27,2021-03-20T18:12:54.523Z
38,2021-03-20T18:12:54.523Z
44,2021-03-20T18:12:54.523Z
48,2021-03-20T18:12:54.523Z
52,2021-03-20T18:12:54.523Z
56,2021-03-20T18:12:54.523Z
67,2021-03-20T18:12:54.523Z
70,2021-03-20T18:12:54.523Z
80,2021-03-20T18:12:54.523Z
89,2021-03-20T18:12:54.523Z
99,2021-03-20T18:12:54.523Z
111,2021-03-20T18:12:54.523Z
113,2021-03-20T18:12:54.523Z
131,2021-03-20T18:12:54.523Z
140,2021-03-20T18:12:54.523Z
135,2021-03-20T18:12:54.523Z
147,2021-03-20T18:12:54.523Z
160,2021-03-20T18:12:54.523Z
166,2021-03-20T18:12:54.523Z
166,2021-03-20T18:12:54.523Z
170,2021-03-20T18:12:54.523Z
182,2021-03-20T18:12:54.523Z
177,2021-03-20T18:12:54.523Z
192,2021-03-20T18:12:54.523Z
178,2021-03-20T18:12:54.523Z
179,2021-03-20T18:12:54.523Z
181,2021-03-20T18:12:54.523Z
165,2021-03-20T18:12:54.523Z
174,2021-03-20T18:12:54.523Z
157,2021-03-20T18:12:54.523Z
154,2021-03-20T18:12:54.523Z
145,2021-03-20T18:12:54.523Z
149,2021-03-20T18:12:54.523Z
146,2021-03-20T18:12:54.523Z
144,2021-03-20T18:12:54.523Z
136,2021-03-20T18:12:54.523Z
142,2021-03-20T18:12:54.523Z
132,2021-03-20T18:12:54.523Z
127,2021-03-20T18:12:54.523Z
122,2021-03-20T18:12:54.523Z
112,2021-03-20T18:12:54.523Z
109,2021-03-20T18:12:54.523Z
111,2021-03-20T18:12:54.523Z
101,2021-03-20T18:12:54.523Z
97,2021-03-20T18:12:54.523Z
91,2021-03-20T18:12:54.523Z
88,2021-03-20T18:12:54.523Z
84,2021-03-20T18:12:54.523Z
78,2021-03-20T18:12:54.523Z
78,2021-03-20T18:12:54.523Z
74,2021-03-20T18:12:54.523Z
69,2021-03-20T18:12:54.523Z
65,2021-03-20T18:12:54.523Z
61,2021-03-20T18:12:54.523Z
61,2021-03-20T18:12:54.523Z
61,2021-03-20T18:12:54.523Z
60,2021-03-20T18:12:54.523Z
55,2021-03-20T18:12:54.523Z
52,2021-03-20T18:12:54.523Z
51,2021-03-20T18:12:54.523Z
46,2021-03-20T18:12:54.523Z
47,2021-03-20T18:12:54.523Z
46,2021-03-20T18:12:54.523Z
46,2021-03-20T18:12:54.523Z
43,2021-03-20T18:12:54.523Z
41,2021-03-20T18:12:54.523Z
36,2021-03-20T18:12:54.523Z
40,2021-03-20T18:12:54.523Z
36,2021-03-20T18:12:54.523Z
39,2021-03-20T18:12:54.523Z
35,2021-03-20T18:12:54.523Z
35,2021-03-20T18:12:54.523Z
32,2021-03-20T18:12:54.523Z
29,2021-03-20T18:12:54.523Z
28,2021-03-20T18:12:54.523Z
30,2021-03-20T18:12:54.523Z
29,2021-03-20T18:12:54.523Z
29,2021-03-20T18:12:54.523Z
29,2021-03-20T18:12:54.523Z
30,2021-03-20T18:12:54.523Z
31,2021-03-20T18:12:54.523Z
32,2021-03-20T18:12:54.523Z
35,2021-03-20T18:12:54.523Z
35,2021-03-20T18:12:54.523Z
35,2021-03-20T18:12:54.523Z
31,2021-03-20T18:12:54.523Z
36,2021-03-20T18:12:54.523Z
38,2021-03-20T18:12:54.523Z
36,2021-03-20T18:12:54.523Z
40,2021-03-20T18:12:54.523Z
39,2021-03-20T18:12:54.523Z
41,2021-03-20T18:12:54.523Z
45,2021-03-20T18:12:54.523Z
43,2021-03-20T18:12:54.523Z
40,2021-03-20T18:12:54.523Z
45,2021-03-20T18:12:54.523Z
44,2021-03-20T18:12:54.523Z
45,2021-03-20T18:12:54.523Z
40,2021-03-20T18:12:54.523Z
39,2021-03-20T18:12:54.523Z
44,2021-03-20T18:12:54.523Z
56,2021-03-20T18:12:54.523Z
59,2021-03-20T18:12:54.523Z
72,2021-03-20T18:12:54.523Z
83,2021-03-20T18:12:54.523Z
85,2021-03-20T18:12:54.523Z
94,2021-03-20T18:12:54.523Z
90,2021-03-20T18:12:54.523Z
93,2021-03-20T18:12:54.523Z
113,2021-03-20T18:12:54.523Z
126,2021-03-20T18:12:54.523Z
130,2021-03-20T18:12:54.523Z
136,2021-03-20T18:12:54.523Z
151,2021-03-20T18:12:54.523Z
184,2021-03-20T18:12:54.523Z
190,2021-03-20T18:12:54.523Z
209,2021-03-20T18:12:54.523Z
209,2021-03-20T18:12:54.523Z
219,2021-03-20T18:12:54.523Z
235,2021-03-20T18:12:54.523Z
270,2021-03-20T18:12:54.523Z
264,2021-03-20T18:12:54.523Z
256,2021-03-20T18:12:54.523Z
284,2021-03-20T18:12:54.523Z
310,2021-03-20T18:12:54.523Z
328,2021-03-20T18:12:54.523Z
321,2021-03-20T18:12:54.523Z
311,2021-03-20T18:12:54.523Z
316,2021-03-20T18:12:54.523Z
322,2021-03-20T18:12:54.523Z
335,2021-03-20T18:12:54.523Z
318,2021-03-20T18:12:54.523Z
317,2021-03-20T18:12:54.523Z
337,2021-03-20T18:12:54.523Z
349,2021-03-20T18:12:54.523Z
327,2021-03-20T18:12:54.523Z
341,2021-03-20T18:12:54.523Z
354,2021-03-20T18:12:54.523Z
356,2021-03-20T18:12:54.523Z
366,2021-03-20T18:12:54.523Z
387,2021-03-20T18:12:54.523Z
386,2021-03-20T18:12:54.523Z
391,2021-03-20T18:12:54.523Z
372,2021-03-20T18:12:54.523Z
371,2021-03-20T18:12:54.523Z
370,2021-03-20T18:12:54.523Z
368,2021-03-20T18:12:54.523Z
382,2021-03-20T18:12:54.523Z
373,2021-03-20T18:12:54.523Z
391,2021-03-20T18:12:54.523Z
397,2021-03-20T18:12:54.523Z
382,2021-03-20T18:12:54.523Z
393,2021-03-20T18:12:54.523Z
400,2021-03-20T18:12:54.523Z
402,2021-03-20T18:12:54.523Z
405,2021-03-20T18:12:54.523Z
424,2021-03-20T18:12:54.523Z
426,2021-03-20T18:12:54.523Z
417,2021-03-20T18:12:54.523Z
422,2021-03-20T18:12:54.523Z
416,2021-03-20T18:12:54.523Z
438,2021-03-20T18:12:54.523Z
452,2021-03-20T18:12:54.523Z
433,2021-03-20T18:12:54.523Z
417,2021-03-20T18:12:54.523Z
414,2021-03-20T18:12:54.523Z
402,2021-03-20T18:12:54.523Z
416,2021-03-20T18:12:54.523Z
438,2021-03-20T18:12:54.523Z
455,2021-03-20T18:12:54.523Z
457,2021-03-20T18:12:54.523Z
462,2021-03-20T18:12:54.523Z
485,2021-03-20T18:12:54.523Z
493,2021-03-20T18:12:54.523Z
487,2021-03-20T18:12:54.523Z
517,2021-03-20T18:12:54.523Z
518,2021-03-20T18:12:54.523Z
523,2021-03-20T18:12:54.523Z
516,2021-03-20T18:12:54.523Z
531,2021-03-20T18:12:54.523Z
566,2021-03-20T18:12:54.523Z
588,2021-03-20T18:12:54.523Z
610,2021-03-20T18:12:54.523Z
630,2021-03-20T18:12:54.523Z
657,2021-03-20T18:12:54.523Z
632,2021-03-20T18:12:54.523Z
668,2021-03-20T18:12:54.523Z
661,2021-03-20T18:12:54.523Z
705,2021-03-20T18:12:54.523Z
720,2021-03-20T18:12:54.523Z
734,2021-03-20T18:12:54.523Z
758,2021-03-20T18:12:54.523Z
797,2021-03-20T18:12:54.523Z
819,2021-03-20T18:12:54.523Z
812,2021-03-20T18:12:54.523Z
847,2021-03-20T18:12:54.523Z
843,2021-03-20T18:12:54.523Z
896,2021-03-20T18:12:54.523Z
869,2021-03-20T18:12:54.523Z
851,2021-03-20T18:12:54.523Z
847,2021-03-20T18:12:54.523Z
839,2021-03-20T18:12:54.523Z
831,2021-03-20T18:12:54.523Z
811,2021-03-20T18:12:54.523Z
809,2021-03-20T18:12:54.523Z
800,2021-03-20T18:12:54.523Z
763,2021-03-20T18:12:54.523Z
725,2021-03-20T18:12:54.523Z
699,2021-03-20T18:12:54.523Z
657,2021-03-20T18:12:54.523Z
646,2021-03-20T18:12:54.523Z
658,2021-03-20T18:12:54.523Z
643,2021-03-20T18:12:54.523Z
626,2021-03-20T18:12:54.523Z
605,2021-03-20T18:12:54.523Z
588,2021-03-20T18:12:54.523Z
559,2021-03-20T18:12:54.523Z
539,2021-03-20T18:12:54.523Z
510,2021-03-20T18:12:54.523Z
491,2021-03-20T18:12:54.523Z
475,2021-03-20T18:12:54.523Z
463,2021-03-20T18:12:54.523Z
446,2021-03-20T18:12:54.523Z
428,2021-03-20T18:12:54.523Z
409,2021-03-20T18:12:54.523Z
396,2021-03-20T18:12:54.523Z
398,2021-03-20T18:12:54.523Z
380,2021-03-20T18:12:54.523Z
354,2021-03-20T18:12:54.523Z
332,2021-03-20T18:12:54.523Z
318,2021-03-20T18:12:54.523Z
325,2021-03-20T18:12:54.523Z
336,2021-03-20T18:12:54.523Z
332,2021-03-20T18:12:54.523Z
308,2021-03-20T18:12:54.523Z
308,2021-03-20T18:12:54.523Z
302,2021-03-20T18:12:54.523Z
291,2021-03-20T18:12:54.523Z
291,2021-03-20T18:12:54.523Z
307,2021-03-20T18:12:54.523Z
318,2021-03-20T18:12:54.523Z
318,2021-03-20T18:12:54.523Z
315,2021-03-20T18:12:54.523Z
321,2021-03-20T18:12:54.523Z
315,2021-03-20T18:12:54.523Z
310,2021-03-20T18:12:54.523Z
306,2021-03-20T18:12:54.523Z
289,2021-03-20T18:12:54.523Z
281,2021-03-20T18:12:54.523Z
292,2021-03-20T18:12:54.523Z
281,2021-03-20T18:12:54.523Z
278,2021-03-20T18:12:54.523Z
267,2021-03-20T18:12:54.523Z
275,2021-03-20T18:12:54.523Z
272,2021-03-20T18:12:54.523Z
277,2021-03-20T18:12:54.523Z
291,2021-03-20T18:12:54.523Z
308,2021-03-20T18:12:54.523Z
324,2021-03-20T18:12:54.523Z
331,2021-03-20T18:12:54.523Z
343,2021-03-20T18:12:54.523Z
335,2021-03-20T18:12:54.523Z
326,2021-03-20T18:12:54.523Z
322,2021-03-20T18:12:54.523Z
319,2021-03-20T18:12:54.523Z
338,2021-03-20T18:12:54.523Z
343,2021-03-20T18:12:54.523Z
378,2021-03-20T18:12:54.523Z
385,2021-03-20T18:12:54.523Z
388,2021-03-20T18:12:54.523Z
403,2021-03-20T18:12:54.523Z
430,2021-03-20T18:12:54.523Z
451,2021-03-20T18:12:54.523Z
467,2021-03-20T18:12:54.523Z
471,2021-03-20T18:12:54.523Z
489,2021-03-20T18:12:54.523Z
510,2021-03-20T18:12:54.523Z
514,2021-03-20T18:12:54.523Z
531,2021-03-20T18:12:54.523Z
557,2021-03-20T18:12:54.523Z
578,2021-03-20T18:12:54.523Z
615,2021-03-20T18:12:54.523Z
617,2021-03-20T18:12:54.523Z
639,2021-03-20T18:12:54.523Z
662,2021-03-20T18:12:54.523Z
706,2021-03-20T18:12:54.523Z
732,2021-03-20T18:12:54.523Z
745,2021-03-20T18:12:54.523Z
802,2021-03-20T18:12:54.523Z
829,2021-03-20T18:12:54.523Z
879,2021-03-20T18:12:54.523Z
924,2021-03-20T18:12:54.523Z
930,2021-03-20T18:12:54.523Z
949,2021-03-20T18:12:54.523Z
1005,2021-03-20T18:12:54.523Z
1081,2021-03-20T18:12:54.523Z
1087,2021-03-20T18:12:54.523Z
1087,2021-03-20T18:12:54.523Z
1102,2021-03-20T18:12:54.523Z
1143,2021-03-20T18:12:54.523Z
1171,2021-03-20T18:12:54.523Z
1191,2021-03-20T18:12:54.523Z
1194,2021-03-20T18:12:54.523Z
1185,2021-03-20T18:12:54.523Z
1192,2021-03-20T18:12:54.523Z
1180,2021-03-20T18:12:54.523Z
1169,2021-03-20T18:12:54.523Z
1164,2021-03-20T18:12:54.523Z
1180,2021-03-20T18:12:54.523Z
1185,2021-03-20T18:12:54.523Z
1192,2021-03-20T18:12:54.523Z
1195,2021-03-20T18:12:54.523Z
1158,2021-03-20T18:12:54.523Z
1180,2021-03-20T18:12:54.523Z
1156,2021-03-20T18:12:54.523Z
1147,2021-03-20T18:12:54.523Z
1141,2021-03-20T18:12:54.523Z
1137,2021-03-20T18:12:54.523Z
1108,2021-03-20T18:12:54.523Z
1129,2021-03-20T18:12:54.523Z
1111,2021-03-20T18:12:54.523Z
1121,2021-03-20T18:12:54.523Z
1125,2021-03-20T18:12:54.523Z
1142,2021-03-20T18:12:54.523Z
1122,2021-03-20T18:12:54.523Z
1063,2021-03-20T18:12:54.523Z
1044,2021-03-20T18:12:54.523Z
1007,2021-03-20T18:12:54.523Z
968,2021-03-20T18:12:54.523Z
976,2021-03-20T18:12:54.523Z
1016,2021-03-20T18:12:54.523Z
1008,2021-03-20T18:12:54.523Z
951,2021-03-20T18:12:54.523Z
962,2021-03-20T18:12:54.523Z
925,2021-03-20T18:12:54.523Z
878,2021-03-20T18:12:54.523Z
832,2021-03-20T18:12:54.523Z
819,2021-03-20T18:12:54.523Z
846,2021-03-20T18:12:54.523Z
817,2021-03-20T18:12:54.523Z
810,2021-03-20T18:12:54.523Z
795,2021-03-20T18:12:54.523Z
767,2021-03-20T18:12:54.523Z
747,2021-03-20T18:12:54.523Z
748,2021-03-20T18:12:54.523Z
762,2021-03-20T18:12:54.523Z
736,2021-03-20T18:12:54.523Z
737,2021-03-20T18:12:54.523Z
735,2021-03-20T18:12:54.523Z
704,2021-03-20T18:12:54.523Z
706,2021-03-20T18:12:54.523Z
708,2021-03-20T18:12:54.523Z
708,2021-03-20T18:12:54.523Z
685,2021-03-20T18:12:54.523Z
674,2021-03-20T18:12:54.523Z
646,2021-03-20T18:12:54.523Z
635,2021-03-20T18:12:54.523Z
622,2021-03-20T18:12:54.523Z
632,2021-03-20T18:12:54.523Z
617,2021-03-20T18:12:54.523Z
598,2021-03-20T18:12:54.523Z
572,2021-03-20T18:12:54.523Z
573,2021-03-20T18:12:54.523Z
565,2021-03-20T18:12:54.523Z
550,2021-03-20T18:12:54.523Z
