section,male,female,lastUpdate,date
0,0,0,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
10,0,2,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
20,4,2,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
30,9,12,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
40,20,8,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
50,34,16,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
60,32,18,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
70,28,16,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
80,10,13,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
90,2,2,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
