section,male,female,lastUpdate,date
0,0,2,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
10,2,3,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
20,15,12,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
30,31,27,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
40,45,27,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
50,83,53,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
60,83,71,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
70,72,61,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
80,41,46,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
90,10,12,2021-03-02T06:46:14.970Z,2021-03-02T06:46:14.970Z
