total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3321,1238,280,192,459,278,2021-03-01T14:48:40.173Z
100,37,23,16,37,22,2021-03-01T14:48:40.173Z
