section,male,female,lastUpdate,date
0,1,1,2020-12-31T16:03:44.353Z,2020-12-31T16:03:44.353Z
10,1,2,2020-12-31T16:03:44.353Z,2020-12-31T16:03:44.353Z
20,3,7,2020-12-31T16:03:44.353Z,2020-12-31T16:03:44.353Z
30,12,8,2020-12-31T16:03:44.353Z,2020-12-31T16:03:44.353Z
40,23,15,2020-12-31T16:03:44.353Z,2020-12-31T16:03:44.353Z
50,118,62,2020-12-31T16:03:44.353Z,2020-12-31T16:03:44.353Z
60,316,127,2020-12-31T16:03:44.353Z,2020-12-31T16:03:44.353Z
70,561,273,2020-12-31T16:03:44.353Z,2020-12-31T16:03:44.353Z
80,597,510,2020-12-31T16:03:44.353Z,2020-12-31T16:03:44.353Z
90,280,409,2020-12-31T16:03:44.353Z,2020-12-31T16:03:44.353Z
