date,amount,recovered,avg,sum,lastUpdate
2020-02-12T00:00:00.000Z,0,0,7.0,7,2021-05-06T14:38:00.710Z
2020-02-12T00:00:00.000Z,0,0,7.0,7,2021-05-06T14:38:00.710Z
2020-02-13T00:00:00.000Z,0,0,3.0,7,2021-05-06T14:38:00.710Z
2020-02-13T00:00:00.000Z,0,0,3.0,7,2021-05-06T14:38:00.710Z
2020-02-14T00:00:00.000Z,0,0,2.0,7,2021-05-06T14:38:00.710Z
2020-02-14T00:00:00.000Z,0,0,2.0,7,2021-05-06T14:38:00.710Z
2020-02-15T00:00:00.000Z,0,0,1.0,7,2021-05-06T14:38:00.710Z
2020-02-15T00:00:00.000Z,0,0,1.0,7,2021-05-06T14:38:00.710Z
2020-02-16T00:00:00.000Z,0,0,1.0,7,2021-05-06T14:38:00.710Z
2020-02-16T00:00:00.000Z,0,0,1.0,7,2021-05-06T14:38:00.710Z
2020-02-17T00:00:00.000Z,0,0,1.0,7,2021-05-06T14:38:00.710Z
2020-02-17T00:00:00.000Z,0,0,1.0,7,2021-05-06T14:38:00.710Z
2020-02-18T00:00:00.000Z,0,0,1.0,7,2021-05-06T14:38:00.710Z
2020-02-18T00:00:00.000Z,0,0,1.0,7,2021-05-06T14:38:00.710Z
2020-02-19T00:00:00.000Z,0,0,0.0,7,2021-05-06T14:38:00.710Z
2020-02-19T00:00:00.000Z,0,0,0.0,7,2021-05-06T14:38:00.710Z
2020-02-20T00:00:00.000Z,0,0,0.0,7,2021-05-06T14:38:00.710Z
2020-02-20T00:00:00.000Z,0,0,0.0,7,2021-05-06T14:38:00.710Z
2020-02-21T00:00:00.000Z,1,0,0.0,8,2021-05-06T14:38:00.710Z
2020-02-21T00:00:00.000Z,1,0,0.0,8,2021-05-06T14:38:00.710Z
2020-02-22T00:00:00.000Z,0,0,0.0,8,2021-05-06T14:38:00.710Z
2020-02-22T00:00:00.000Z,0,0,0.0,8,2021-05-06T14:38:00.710Z
2020-02-23T00:00:00.000Z,0,0,0.0,8,2021-05-06T14:38:00.710Z
2020-02-23T00:00:00.000Z,0,0,0.0,8,2021-05-06T14:38:00.710Z
2020-02-24T00:00:00.000Z,1,0,0.0,9,2021-05-06T14:38:00.710Z
2020-02-24T00:00:00.000Z,1,0,0.0,9,2021-05-06T14:38:00.710Z
2020-02-25T00:00:00.000Z,0,0,0.0,9,2021-05-06T14:38:00.710Z
2020-02-25T00:00:00.000Z,0,0,0.0,9,2021-05-06T14:38:00.710Z
2020-02-26T00:00:00.000Z,0,0,0.0,9,2021-05-06T14:38:00.710Z
2020-02-26T00:00:00.000Z,0,0,0.0,9,2021-05-06T14:38:00.710Z
2020-02-27T00:00:00.000Z,1,0,0.0,10,2021-05-06T14:38:00.710Z
2020-02-27T00:00:00.000Z,1,0,0.0,10,2021-05-06T14:38:00.710Z
2020-02-28T00:00:00.000Z,3,0,0.0,13,2021-05-06T14:38:00.710Z
2020-02-28T00:00:00.000Z,3,0,0.0,13,2021-05-06T14:38:00.710Z
2020-02-29T00:00:00.000Z,0,0,0.0,13,2021-05-06T14:38:00.710Z
2020-02-29T00:00:00.000Z,0,0,0.0,13,2021-05-06T14:38:00.710Z
2020-03-01T00:00:00.000Z,1,0,0.0,14,2021-05-06T14:38:00.710Z
2020-03-01T00:00:00.000Z,1,0,0.0,14,2021-05-06T14:38:00.710Z
2020-03-02T00:00:00.000Z,5,0,0.0,19,2021-05-06T14:38:00.710Z
2020-03-02T00:00:00.000Z,5,0,0.0,19,2021-05-06T14:38:00.710Z
2020-03-03T00:00:00.000Z,3,0,1.0,22,2021-05-06T14:38:00.710Z
2020-03-03T00:00:00.000Z,3,0,1.0,22,2021-05-06T14:38:00.710Z
2020-03-04T00:00:00.000Z,0,0,1.0,22,2021-05-06T14:38:00.710Z
2020-03-04T00:00:00.000Z,0,0,1.0,22,2021-05-06T14:38:00.710Z
2020-03-05T00:00:00.000Z,2,0,1.0,24,2021-05-06T14:38:00.710Z
2020-03-05T00:00:00.000Z,2,0,1.0,24,2021-05-06T14:38:00.710Z
2020-03-06T00:00:00.000Z,4,0,2.0,28,2021-05-06T14:38:00.710Z
2020-03-06T00:00:00.000Z,4,0,2.0,28,2021-05-06T14:38:00.710Z
2020-03-07T00:00:00.000Z,4,0,2.0,32,2021-05-06T14:38:00.710Z
2020-03-07T00:00:00.000Z,4,0,2.0,32,2021-05-06T14:38:00.710Z
2020-03-08T00:00:00.000Z,9,0,2.0,41,2021-05-06T14:38:00.710Z
2020-03-08T00:00:00.000Z,9,0,2.0,41,2021-05-06T14:38:00.710Z
2020-03-09T00:00:00.000Z,4,0,3.0,45,2021-05-06T14:38:00.710Z
2020-03-09T00:00:00.000Z,4,0,3.0,45,2021-05-06T14:38:00.710Z
2020-03-10T00:00:00.000Z,33,0,3.0,78,2021-05-06T14:38:00.710Z
2020-03-10T00:00:00.000Z,33,0,3.0,78,2021-05-06T14:38:00.710Z
2020-03-11T00:00:00.000Z,19,0,8.0,97,2021-05-06T14:38:00.710Z
2020-03-11T00:00:00.000Z,19,0,8.0,97,2021-05-06T14:38:00.710Z
2020-03-12T00:00:00.000Z,22,0,10.0,119,2021-05-06T14:38:00.710Z
2020-03-12T00:00:00.000Z,22,0,10.0,119,2021-05-06T14:38:00.710Z
2020-03-13T00:00:00.000Z,35,1,13.0,154,2021-05-06T14:38:00.710Z
2020-03-13T00:00:00.000Z,35,1,13.0,154,2021-05-06T14:38:00.710Z
2020-03-14T00:00:00.000Z,29,0,18.0,183,2021-05-06T14:38:00.710Z
2020-03-14T00:00:00.000Z,29,0,18.0,183,2021-05-06T14:38:00.710Z
2020-03-15T00:00:00.000Z,39,0,21.0,222,2021-05-06T14:38:00.710Z
2020-03-15T00:00:00.000Z,39,0,21.0,222,2021-05-06T14:38:00.710Z
2020-03-16T00:00:00.000Z,73,0,25.0,295,2021-05-06T14:38:00.710Z
2020-03-16T00:00:00.000Z,73,0,25.0,295,2021-05-06T14:38:00.710Z
2020-03-17T00:00:00.000Z,94,2,35.0,389,2021-05-06T14:38:00.710Z
2020-03-17T00:00:00.000Z,94,2,35.0,389,2021-05-06T14:38:00.710Z
2020-03-18T00:00:00.000Z,125,2,44.0,514,2021-05-06T14:38:00.710Z
2020-03-18T00:00:00.000Z,125,2,44.0,514,2021-05-06T14:38:00.710Z
2020-03-19T00:00:00.000Z,136,4,59.0,650,2021-05-06T14:38:00.710Z
2020-03-19T00:00:00.000Z,136,4,59.0,650,2021-05-06T14:38:00.710Z
2020-03-20T00:00:00.000Z,168,1,75.0,818,2021-05-06T14:38:00.710Z
2020-03-20T00:00:00.000Z,168,1,75.0,818,2021-05-06T14:38:00.710Z
2020-03-21T00:00:00.000Z,211,1,94.0,1029,2021-05-06T14:38:00.710Z
2020-03-21T00:00:00.000Z,211,1,94.0,1029,2021-05-06T14:38:00.710Z
2020-03-22T00:00:00.000Z,254,4,120.0,1283,2021-05-06T14:38:00.710Z
2020-03-22T00:00:00.000Z,254,4,120.0,1283,2021-05-06T14:38:00.710Z
2020-03-23T00:00:00.000Z,352,6,151.0,1635,2021-05-06T14:38:00.710Z
2020-03-23T00:00:00.000Z,352,6,151.0,1635,2021-05-06T14:38:00.710Z
2020-03-24T00:00:00.000Z,423,5,191.0,2058,2021-05-06T14:38:00.710Z
2020-03-24T00:00:00.000Z,423,5,191.0,2058,2021-05-06T14:38:00.710Z
2020-03-25T00:00:00.000Z,425,6,238.0,2483,2021-05-06T14:38:00.710Z
2020-03-25T00:00:00.000Z,425,6,238.0,2483,2021-05-06T14:38:00.710Z
2020-03-26T00:00:00.000Z,520,10,281.0,3003,2021-05-06T14:38:00.710Z
2020-03-26T00:00:00.000Z,520,10,281.0,3003,2021-05-06T14:38:00.710Z
2020-03-27T00:00:00.000Z,434,18,336.0,3437,2021-05-06T14:38:00.710Z
2020-03-27T00:00:00.000Z,434,18,336.0,3437,2021-05-06T14:38:00.710Z
2020-03-28T00:00:00.000Z,479,9,374.0,3916,2021-05-06T14:38:00.710Z
2020-03-28T00:00:00.000Z,479,9,374.0,3916,2021-05-06T14:38:00.710Z
2020-03-29T00:00:00.000Z,531,15,412.0,4447,2021-05-06T14:38:00.710Z
2020-03-29T00:00:00.000Z,531,15,412.0,4447,2021-05-06T14:38:00.710Z
2020-03-30T00:00:00.000Z,548,33,452.0,4995,2021-05-06T14:38:00.710Z
2020-03-30T00:00:00.000Z,548,33,452.0,4995,2021-05-06T14:38:00.710Z
2020-03-31T00:00:00.000Z,738,43,480.0,5733,2021-05-06T14:38:00.710Z
2020-03-31T00:00:00.000Z,738,43,480.0,5733,2021-05-06T14:38:00.710Z
2020-04-01T00:00:00.000Z,703,226,525.0,6429,2021-05-06T14:38:00.710Z
2020-04-01T00:00:00.000Z,696,32,525.0,6429,2021-05-06T14:38:00.710Z
2020-04-02T00:00:00.000Z,719,80,563.0,7148,2021-05-06T14:38:00.710Z
2020-04-02T00:00:00.000Z,719,80,563.0,7148,2021-05-06T14:38:00.710Z
2020-04-03T00:00:00.000Z,599,57,592.0,7747,2021-05-06T14:38:00.710Z
2020-04-03T00:00:00.000Z,599,57,592.0,7747,2021-05-06T14:38:00.710Z
2020-04-04T00:00:00.000Z,429,53,615.0,8176,2021-05-06T14:38:00.710Z
2020-04-04T00:00:00.000Z,429,53,615.0,8176,2021-05-06T14:38:00.710Z
2020-04-05T00:00:00.000Z,583,103,608.0,8759,2021-05-06T14:38:00.710Z
2020-04-05T00:00:00.000Z,583,103,608.0,8759,2021-05-06T14:38:00.710Z
2020-04-06T00:00:00.000Z,450,121,616.0,9209,2021-05-06T14:38:00.710Z
2020-04-06T00:00:00.000Z,450,121,616.0,9209,2021-05-06T14:38:00.710Z
2020-04-07T00:00:00.000Z,377,122,602.0,9586,2021-05-06T14:38:00.710Z
2020-04-07T00:00:00.000Z,377,122,602.0,9586,2021-05-06T14:38:00.710Z
