name,amount,lastUpdate,date
hard,409,2020-08-27T18:51:47.520Z,2020-08-27T18:51:47.520Z
moderate,170,2020-08-27T18:51:47.520Z,2020-08-27T18:51:47.520Z
name,amount,lastUpdate,date
hard,409,2020-08-27T18:51:47.520Z,2020-08-27T18:51:47.520Z
moderate,170,2020-08-27T18:51:47.520Z,2020-08-27T18:51:47.520Z
