date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,lastUpdate
2020-03-02T00:00:00.000Z,1,11,11,0,0,11,0,0,1383,0.007953723788864787,5632,-163,0,2020-09-01T07:26:50.713Z
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1383,0.007230657989877079,7857,-160,0,2020-09-01T07:26:50.713Z
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,1383,0.008676789587852495,7012,-162,0,2020-09-01T07:26:50.713Z
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,1383,0.009399855386840203,7012,-162,0,2020-09-01T07:26:50.713Z
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,1383,0.01156905278380333,5177,-161,0,2020-09-01T07:26:50.713Z
2020-03-07T00:00:00.000Z,1,20,20,3,0,17,2,0,1383,0.01446131597975416,4861,-161,0,2020-09-01T07:26:50.713Z
2020-03-08T00:00:00.000Z,2,26,26,5,0,21,4,0,1383,0.01879971077368041,7330,-158,0,2020-09-01T07:26:50.713Z
2020-03-09T00:00:00.000Z,7,39,39,6,0,33,5,0,1383,0.02819956616052061,6205,-167,0,2020-09-01T07:26:50.713Z
2020-03-10T00:00:00.000Z,2,59,59,6,0,53,5,0,1383,0.04266088214027477,6021,-154,0,2020-09-01T07:26:50.713Z
2020-03-11T00:00:00.000Z,10,81,81,7,1,73,6,0,1383,0.05856832971800434,5981,-156,0,2020-09-01T07:26:50.713Z
2020-03-12T00:00:00.000Z,6,103,101,7,1,95,6,0,1383,0.07447577729573392,5983,-155,0,2020-09-01T07:26:50.713Z
2020-03-13T00:00:00.000Z,10,123,122,7,4,112,6,0,1383,0.08893709327548807,4121,-141,0,2020-09-01T07:26:50.713Z
2020-03-14T00:00:00.000Z,20,162,161,6,4,152,4,0,1383,0.1171366594360087,3692,-151,0,2020-09-01T07:26:50.713Z
2020-03-15T00:00:00.000Z,37,202,200,9,6,187,6,0,1383,0.146059291395517,5490,-152,0,2020-09-01T07:26:50.713Z
2020-03-16T00:00:00.000Z,27,221,215,11,5,205,7,0,1383,0.1597975415762835,4759,-94,0,2020-09-01T07:26:50.713Z
2020-03-17T00:00:00.000Z,46,256,256,12,6,238,7,0,1383,0.1851048445408532,4338,-46,0,2020-09-01T07:26:50.713Z
2020-03-18T00:00:00.000Z,54,306,269,16,11,279,7,0,1383,0.2212581344902386,3920,54,0,2020-09-01T07:26:50.713Z
2020-03-19T00:00:00.000Z,31,295,264,21,11,263,12,0,1383,0.2133044107013738,4053,184,0,2020-09-01T07:26:50.713Z
2020-03-20T00:00:00.000Z,30,289,251,23,14,252,12,1,1383,0.2089660159074476,3207,361,0,2020-09-01T07:26:50.713Z
2020-03-21T00:00:00.000Z,35,277,274,27,21,229,15,0,1383,0.2002892263195951,2905,544,0,2020-09-01T07:26:50.713Z
2020-03-22T00:00:00.000Z,54,324,305,37,32,255,22,0,1383,0.2342733188720174,4523,760,0,2020-09-01T07:26:50.713Z
2020-03-23T00:00:00.000Z,58,352,323,42,36,274,24,0,1383,0.2545191612436732,4053,1080,0,2020-09-01T07:26:50.713Z
