section,male,female,lastUpdate,date
0,6234,6017,2020-09-01T07:26:50.713Z,2020-09-01T07:26:50.713Z
10,11874,9953,2020-09-01T07:26:50.713Z,2020-09-01T07:26:50.713Z
20,12052,11992,2020-09-01T07:26:50.713Z,2020-09-01T07:26:50.713Z
30,8282,8091,2020-09-01T07:26:50.713Z,2020-09-01T07:26:50.713Z
40,7161,7650,2020-09-01T07:26:50.713Z,2020-09-01T07:26:50.713Z
50,5686,5955,2020-09-01T07:26:50.713Z,2020-09-01T07:26:50.713Z
60,4005,3694,2020-09-01T07:26:50.713Z,2020-09-01T07:26:50.713Z
70,2017,1864,2020-09-01T07:26:50.713Z,2020-09-01T07:26:50.713Z
80,864,1171,2020-09-01T07:26:50.713Z,2020-09-01T07:26:50.713Z
90,222,541,2020-09-01T07:26:50.713Z,2020-09-01T07:26:50.713Z
