section,male,female,lastUpdate,date
0,,1,2020-10-24T18:57:34.583Z,2020-10-24T18:57:34.583Z
10,,3,2020-10-24T18:57:34.583Z,2020-10-24T18:57:34.583Z
20,1.0,3,2020-10-24T18:57:34.583Z,2020-10-24T18:57:34.583Z
30,8.0,4,2020-10-24T18:57:34.583Z,2020-10-24T18:57:34.583Z
40,17.0,8,2020-10-24T18:57:34.583Z,2020-10-24T18:57:34.583Z
50,75.0,40,2020-10-24T18:57:34.583Z,2020-10-24T18:57:34.583Z
60,205.0,86,2020-10-24T18:57:34.583Z,2020-10-24T18:57:34.583Z
70,395.0,195,2020-10-24T18:57:34.583Z,2020-10-24T18:57:34.583Z
80,463.0,360,2020-10-24T18:57:34.583Z,2020-10-24T18:57:34.583Z
90,204.0,305,2020-10-24T18:57:34.583Z,2020-10-24T18:57:34.583Z
