city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands,lastUpdate,date
ירושלים,62552,8021,5437,64978,86,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
בני ברק,28463,1800,1233,11065,90,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
תל אביב - יפו,13500,1216,793,34969,27,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
חיפה,8387,1144,710,21086,42,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
אשדוד,14604,1060,782,15415,47,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
בית שמש,9219,877,684,7460,69,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
פתח תקווה,9813,831,566,18192,34,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
מודיעין עילית,12101,814,636,4911,106,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
באר שבע,7346,655,458,14980,33,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
נצרת,4530,651,437,4129,83,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
ראשון לציון,6887,592,398,15794,24,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
חולון,7185,576,385,11774,31,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
נתניה,8445,544,354,12165,25,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
ביתר עילית,6763,534,417,2532,87,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
טמרה,2283,420,285,2300,122,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
אשקלון,5171,392,234,8187,28,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
רחובות,5461,375,281,9209,27,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
אלעד,6142,373,260,2323,78,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
שפרעם,2352,322,196,2318,78,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
קרית גת,2899,321,215,4301,56,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
לוד,3856,312,207,4427,41,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
טבריה,2253,308,266,3861,69,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
בת ים,4633,298,214,7409,23,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
רמת גן,3676,297,202,9817,20,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
מודיעין-מכבים-רעות,2521,294,198,9299,34,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
מגאר,1027,284,183,2587,125,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
ערד,1297,268,232,3232,99,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
קרית אתא,1929,262,185,5709,45,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
רמלה,4092,249,184,4244,33,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
גבעת זאב,1709,241,159,2167,127,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
מעלה אדומים,1602,240,172,4822,64,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
הרצליה,2244,225,138,7096,24,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
סח'נין,2700,225,151,2031,69,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
צפת,1518,222,138,1974,62,2020-12-30T15:59:33.240Z,2020-12-30T15:59:33.240Z
