averageInfected,begin_date,end_date,isCurrentWeek,lastUpdate
1326,2021-03-14T00:00:00.000Z,2021-03-20T00:00:00.000Z,False,2021-04-04T18:53:59.313Z
630,2021-03-21T00:00:00.000Z,2021-03-27T00:00:00.000Z,False,2021-04-04T18:53:59.313Z
328,2021-03-28T00:00:00.000Z,2021-04-03T00:00:00.000Z,False,2021-04-04T18:53:59.313Z
