total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3321,1149,234,176,438,261,2021-03-04T07:40:39.870Z
100,35,20,15,38,23,2021-03-04T07:40:39.870Z
