age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,273797,160489,1538337,17.8,10.4,2021-03-04T07:40:39.870Z
20-29,827200,446650,1300361,63.6,34.3,2021-03-04T07:40:39.870Z
30-39,844541,512581,1197026,70.6,42.8,2021-03-04T07:40:39.870Z
40-49,850790,640613,1098556,77.4,58.3,2021-03-04T07:40:39.870Z
50-59,705975,576717,849966,83.1,67.9,2021-03-04T07:40:39.870Z
60-69,635034,568327,741639,85.6,76.6,2021-03-04T07:40:39.870Z
70-79,465555,433403,490784,94.9,88.3,2021-03-04T07:40:39.870Z
80-89,207602,192481,225538,92.0,85.3,2021-03-04T07:40:39.870Z
90+,48682,44575,51496,94.5,86.6,2021-03-04T07:40:39.870Z
