section,male,female,lastUpdate,date
0,0,0,2020-10-23T04:15:45.000Z,2020-10-23T04:15:45.000Z
10,1,0,2020-10-23T04:15:45.000Z,2020-10-23T04:15:45.000Z
20,0,1,2020-10-23T04:15:45.000Z,2020-10-23T04:15:45.000Z
30,2,0,2020-10-23T04:15:45.000Z,2020-10-23T04:15:45.000Z
40,8,2,2020-10-23T04:15:45.000Z,2020-10-23T04:15:45.000Z
50,28,8,2020-10-23T04:15:45.000Z,2020-10-23T04:15:45.000Z
60,55,15,2020-10-23T04:15:45.000Z,2020-10-23T04:15:45.000Z
70,44,21,2020-10-23T04:15:45.000Z,2020-10-23T04:15:45.000Z
80,19,11,2020-10-23T04:15:45.000Z,2020-10-23T04:15:45.000Z
90,3,3,2020-10-23T04:15:45.000Z,2020-10-23T04:15:45.000Z
