total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,941,187,150,317,269,2021-03-16T20:39:05.533Z
100,29,20,16,34,29,2021-03-16T20:39:05.533Z
