section,male,female,lastUpdate,date
0,0,0,2020-11-15T16:06:05.017Z,2020-11-15T16:06:05.017Z
10,2,0,2020-11-15T16:06:05.017Z,2020-11-15T16:06:05.017Z
20,0,1,2020-11-15T16:06:05.017Z,2020-11-15T16:06:05.017Z
30,0,0,2020-11-15T16:06:05.017Z,2020-11-15T16:06:05.017Z
40,7,3,2020-11-15T16:06:05.017Z,2020-11-15T16:06:05.017Z
50,15,6,2020-11-15T16:06:05.017Z,2020-11-15T16:06:05.017Z
60,25,9,2020-11-15T16:06:05.017Z,2020-11-15T16:06:05.017Z
70,33,17,2020-11-15T16:06:05.017Z,2020-11-15T16:06:05.017Z
80,4,6,2020-11-15T16:06:05.017Z,2020-11-15T16:06:05.017Z
90,2,3,2020-11-15T16:06:05.017Z,2020-11-15T16:06:05.017Z
