section,male,female,lastUpdate,date
0,15276,14630,2020-10-09T04:06:38.427Z,2020-10-09T04:06:38.427Z
10,35949,24921,2020-10-09T04:06:38.427Z,2020-10-09T04:06:38.427Z
20,29902,26844,2020-10-09T04:06:38.427Z,2020-10-09T04:06:38.427Z
30,20003,19459,2020-10-09T04:06:38.427Z,2020-10-09T04:06:38.427Z
40,17432,18302,2020-10-09T04:06:38.427Z,2020-10-09T04:06:38.427Z
50,13459,13773,2020-10-09T04:06:38.427Z,2020-10-09T04:06:38.427Z
60,9701,8555,2020-10-09T04:06:38.427Z,2020-10-09T04:06:38.427Z
70,4690,4233,2020-10-09T04:06:38.427Z,2020-10-09T04:06:38.427Z
80,1991,2455,2020-10-09T04:06:38.427Z,2020-10-09T04:06:38.427Z
90,464,1059,2020-10-09T04:06:38.427Z,2020-10-09T04:06:38.427Z
