total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,436,78,50,114,156,2021-04-09T13:12:08.223Z
100,15,18,11,26,36,2021-04-09T13:12:08.223Z
