age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,312516,244936,1538337,20.3,15.9,2021-03-21T05:22:42.567Z
20-29,923282,742480,1300361,71.0,57.1,2021-03-21T05:22:42.567Z
30-39,909681,766423,1197026,76.0,64.0,2021-03-21T05:22:42.567Z
40-49,892250,790265,1098556,81.2,71.9,2021-03-21T05:22:42.567Z
50-59,733343,665059,849966,86.3,78.2,2021-03-21T05:22:42.567Z
60-69,653195,611412,741639,88.1,82.4,2021-03-21T05:22:42.567Z
70-79,474897,453212,490784,96.8,92.3,2021-03-21T05:22:42.567Z
80-89,212083,201059,225538,94.0,89.1,2021-03-21T05:22:42.567Z
90+,49730,46411,51496,96.6,90.1,2021-03-21T05:22:42.567Z
