section,male,female,lastUpdate,date
0,17045,16295,2020-11-02T18:57:59.520Z,2020-11-02T18:57:59.520Z
10,38731,27584,2020-11-02T18:57:59.520Z,2020-11-02T18:57:59.520Z
20,32833,29698,2020-11-02T18:57:59.520Z,2020-11-02T18:57:59.520Z
30,21838,21479,2020-11-02T18:57:59.520Z,2020-11-02T18:57:59.520Z
40,19064,20058,2020-11-02T18:57:59.520Z,2020-11-02T18:57:59.520Z
50,14771,15268,2020-11-02T18:57:59.520Z,2020-11-02T18:57:59.520Z
60,10759,9476,2020-11-02T18:57:59.520Z,2020-11-02T18:57:59.520Z
70,5269,4796,2020-11-02T18:57:59.520Z,2020-11-02T18:57:59.520Z
80,2289,2853,2020-11-02T18:57:59.520Z,2020-11-02T18:57:59.520Z
90,544,1234,2020-11-02T18:57:59.520Z,2020-11-02T18:57:59.520Z
