Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
218,540,568,193,1310,2020-10-10T18:59:28.107Z,2020-10-10T18:59:28.107Z
