age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,70978,9275,1505185,4.7,0.6,2021-01-26T17:48:49.590Z
20-29,238394,64138,1277634,18.7,5.0,2021-01-26T17:48:49.590Z
30-39,273064,89410,1186386,23.0,7.5,2021-01-26T17:48:49.590Z
40-49,481416,139996,1080768,44.5,13.0,2021-01-26T17:48:49.590Z
50-59,503304,191965,832687,60.4,23.1,2021-01-26T17:48:49.590Z
60-69,541320,372752,735380,73.6,50.7,2021-01-26T17:48:49.590Z
70-79,419880,317400,462148,90.9,68.7,2021-01-26T17:48:49.590Z
80-89,186821,136965,222547,83.9,61.5,2021-01-26T17:48:49.590Z
90+,43791,32020,50589,86.6,63.3,2021-01-26T17:48:49.590Z
