date,amount,lastUpdate
,49,2021-02-10T16:21:14.940Z
2020-02-12T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-13T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-14T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-15T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-16T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-17T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-18T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-19T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-20T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-21T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-22T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-23T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-24T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-25T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-26T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-27T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-28T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-02-29T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-01T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-02T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-03T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-04T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-05T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-06T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-07T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-08T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-09T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-10T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-11T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-12T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-13T00:00:00.000Z,1,2021-02-10T16:21:14.940Z
2020-03-14T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-15T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-16T00:00:00.000Z,0,2021-02-10T16:21:14.940Z
2020-03-17T00:00:00.000Z,2,2021-02-10T16:21:14.940Z
2020-03-18T00:00:00.000Z,2,2021-02-10T16:21:14.940Z
2020-03-19T00:00:00.000Z,4,2021-02-10T16:21:14.940Z
2020-03-20T00:00:00.000Z,1,2021-02-10T16:21:14.940Z
2020-03-21T00:00:00.000Z,1,2021-02-10T16:21:14.940Z
2020-03-22T00:00:00.000Z,4,2021-02-10T16:21:14.940Z
2020-03-23T00:00:00.000Z,6,2021-02-10T16:21:14.940Z
2020-03-24T00:00:00.000Z,5,2021-02-10T16:21:14.940Z
2020-03-25T00:00:00.000Z,6,2021-02-10T16:21:14.940Z
2020-03-26T00:00:00.000Z,10,2021-02-10T16:21:14.940Z
2020-03-27T00:00:00.000Z,18,2021-02-10T16:21:14.940Z
2020-03-28T00:00:00.000Z,9,2021-02-10T16:21:14.940Z
2020-03-29T00:00:00.000Z,15,2021-02-10T16:21:14.940Z
2020-03-30T00:00:00.000Z,35,2021-02-10T16:21:14.940Z
2020-03-31T00:00:00.000Z,47,2021-02-10T16:21:14.940Z
2020-04-01T00:00:00.000Z,34,2021-02-10T16:21:14.940Z
2020-04-02T00:00:00.000Z,88,2021-02-10T16:21:14.940Z
2020-04-03T00:00:00.000Z,58,2021-02-10T16:21:14.940Z
2020-04-04T00:00:00.000Z,56,2021-02-10T16:21:14.940Z
2020-04-05T00:00:00.000Z,104,2021-02-10T16:21:14.940Z
2020-04-06T00:00:00.000Z,124,2021-02-10T16:21:14.940Z
2020-04-07T00:00:00.000Z,123,2021-02-10T16:21:14.940Z
2020-04-08T00:00:00.000Z,113,2021-02-10T16:21:14.940Z
2020-04-09T00:00:00.000Z,116,2021-02-10T16:21:14.940Z
2020-04-10T00:00:00.000Z,141,2021-02-10T16:21:14.940Z
2020-04-11T00:00:00.000Z,130,2021-02-10T16:21:14.940Z
2020-04-12T00:00:00.000Z,274,2021-02-10T16:21:14.940Z
2020-04-13T00:00:00.000Z,290,2021-02-10T16:21:14.940Z
2020-04-14T00:00:00.000Z,304,2021-02-10T16:21:14.940Z
2020-04-15T00:00:00.000Z,289,2021-02-10T16:21:14.940Z
2020-04-16T00:00:00.000Z,339,2021-02-10T16:21:14.940Z
2020-04-17T00:00:00.000Z,370,2021-02-10T16:21:14.940Z
2020-04-18T00:00:00.000Z,254,2021-02-10T16:21:14.940Z
2020-04-19T00:00:00.000Z,394,2021-02-10T16:21:14.940Z
2020-04-20T00:00:00.000Z,462,2021-02-10T16:21:14.940Z
2020-04-21T00:00:00.000Z,384,2021-02-10T16:21:14.940Z
2020-04-22T00:00:00.000Z,407,2021-02-10T16:21:14.940Z
2020-04-23T00:00:00.000Z,345,2021-02-10T16:21:14.940Z
2020-04-24T00:00:00.000Z,352,2021-02-10T16:21:14.940Z
2020-04-25T00:00:00.000Z,387,2021-02-10T16:21:14.940Z
2020-04-26T00:00:00.000Z,440,2021-02-10T16:21:14.940Z
2020-04-27T00:00:00.000Z,476,2021-02-10T16:21:14.940Z
2020-04-28T00:00:00.000Z,578,2021-02-10T16:21:14.940Z
2020-04-29T00:00:00.000Z,362,2021-02-10T16:21:14.940Z
