total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2912,1606,304,227,631,400,2021-02-10T16:21:14.940Z
100,55,19,14,39,25,2021-02-10T16:21:14.940Z
