section,male,female,lastUpdate,date
0,19261,18378,2020-12-14T16:19:28.703Z,2020-12-14T16:19:28.703Z
10,41969,31143,2020-12-14T16:19:28.703Z,2020-12-14T16:19:28.703Z
20,36558,34149,2020-12-14T16:19:28.703Z,2020-12-14T16:19:28.703Z
30,24844,25093,2020-12-14T16:19:28.703Z,2020-12-14T16:19:28.703Z
40,21792,23386,2020-12-14T16:19:28.703Z,2020-12-14T16:19:28.703Z
50,16989,17816,2020-12-14T16:19:28.703Z,2020-12-14T16:19:28.703Z
60,12456,11165,2020-12-14T16:19:28.703Z,2020-12-14T16:19:28.703Z
70,6221,5681,2020-12-14T16:19:28.703Z,2020-12-14T16:19:28.703Z
80,2607,3342,2020-12-14T16:19:28.703Z,2020-12-14T16:19:28.703Z
90,623,1431,2020-12-14T16:19:28.703Z,2020-12-14T16:19:28.703Z
