section,male,female,lastUpdate,date
0,0,2,2021-03-20T16:11:20.910Z,2021-03-20T16:11:20.910Z
10,1,0,2021-03-20T16:11:20.910Z,2021-03-20T16:11:20.910Z
20,3,1,2021-03-20T16:11:20.910Z,2021-03-20T16:11:20.910Z
30,5,12,2021-03-20T16:11:20.910Z,2021-03-20T16:11:20.910Z
40,18,6,2021-03-20T16:11:20.910Z,2021-03-20T16:11:20.910Z
50,26,14,2021-03-20T16:11:20.910Z,2021-03-20T16:11:20.910Z
60,28,20,2021-03-20T16:11:20.910Z,2021-03-20T16:11:20.910Z
70,18,16,2021-03-20T16:11:20.910Z,2021-03-20T16:11:20.910Z
80,9,10,2021-03-20T16:11:20.910Z,2021-03-20T16:11:20.910Z
90,2,1,2021-03-20T16:11:20.910Z,2021-03-20T16:11:20.910Z
