total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,867,158,137,294,255,2021-03-20T16:11:20.910Z
100,27,18,16,34,29,2021-03-20T16:11:20.910Z
