section,male,female,lastUpdate,date
0,0,0,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
10,2,0,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
20,0,0,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
30,1,0,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
40,7,3,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
50,22,1,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
60,29,10,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
70,29,20,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
80,8,7,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
90,0,0,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
