section,male,female,lastUpdate,date
0,1,2,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
10,1,2,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
20,3,6,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
30,12,8,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
40,22,15,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
50,114,60,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
60,312,127,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
70,545,267,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
80,596,505,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
90,265,393,2020-12-29T03:47:59.567Z,2020-12-29T03:47:59.567Z
