section,male,female,lastUpdate,date
0,0,2,2021-03-02T19:25:16.133Z,2021-03-02T19:25:16.133Z
10,2,3,2021-03-02T19:25:16.133Z,2021-03-02T19:25:16.133Z
20,14,10,2021-03-02T19:25:16.133Z,2021-03-02T19:25:16.133Z
30,29,27,2021-03-02T19:25:16.133Z,2021-03-02T19:25:16.133Z
40,42,29,2021-03-02T19:25:16.133Z,2021-03-02T19:25:16.133Z
50,78,53,2021-03-02T19:25:16.133Z,2021-03-02T19:25:16.133Z
60,83,64,2021-03-02T19:25:16.133Z,2021-03-02T19:25:16.133Z
70,67,63,2021-03-02T19:25:16.133Z,2021-03-02T19:25:16.133Z
80,41,47,2021-03-02T19:25:16.133Z,2021-03-02T19:25:16.133Z
90,9,16,2021-03-02T19:25:16.133Z,2021-03-02T19:25:16.133Z
