total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3321,1170,260,186,439,265,2021-03-02T19:25:16.133Z
100,35,22,16,38,23,2021-03-02T19:25:16.133Z
