age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,268130,155327,1538337,17.4,10.1,2021-03-02T19:25:16.133Z
20-29,813384,421134,1300361,62.6,32.4,2021-03-02T19:25:16.133Z
30-39,833569,490485,1197026,69.6,41.0,2021-03-02T19:25:16.133Z
40-49,843110,630107,1098556,76.7,57.4,2021-03-02T19:25:16.133Z
50-59,700693,570324,849966,82.4,67.1,2021-03-02T19:25:16.133Z
60-69,631667,565329,741639,85.2,76.2,2021-03-02T19:25:16.133Z
70-79,463794,431906,490784,94.5,88.0,2021-03-02T19:25:16.133Z
80-89,206885,191786,225538,91.7,85.0,2021-03-02T19:25:16.133Z
90+,48538,44376,51496,94.3,86.2,2021-03-02T19:25:16.133Z
