age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,287398,181040,1538337,18.7,11.8,2021-03-08T19:17:36.260Z
20-29,864530,534037,1300361,66.5,41.1,2021-03-08T19:17:36.260Z
30-39,875484,589689,1197026,73.1,49.3,2021-03-08T19:17:36.260Z
40-49,873067,683118,1098556,79.5,62.2,2021-03-08T19:17:36.260Z
50-59,720867,601962,849966,84.8,70.8,2021-03-08T19:17:36.260Z
60-69,643180,580471,741639,86.7,78.3,2021-03-08T19:17:36.260Z
70-79,469546,438952,490784,95.7,89.4,2021-03-08T19:17:36.260Z
80-89,209355,194924,225538,92.8,86.4,2021-03-08T19:17:36.260Z
90+,49101,45147,51496,95.3,87.7,2021-03-08T19:17:36.260Z
