total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3445,1356,287,217,500,334,2021-02-21T19:48:18.680Z
100,39,21,16,37,25,2021-02-21T19:48:18.680Z
