dates,averages,lastUpdate
"{'begin_date': '31.1.21', 'end_date': '6.2.21'}",6582,2021-02-21T19:48:18.680Z
"{'begin_date': '7.2.21', 'end_date': '13.2.21'}",5116,2021-02-21T19:48:18.680Z
"{'begin_date': '14.2.21', 'end_date': '20.2.21'}",3665,2021-02-21T19:48:18.680Z
