section,male,female,lastUpdate,date
0,0,1,2021-03-23T20:20:30.823Z,2021-03-23T20:20:30.823Z
10,0,0,2021-03-23T20:20:30.823Z,2021-03-23T20:20:30.823Z
20,4,1,2021-03-23T20:20:30.823Z,2021-03-23T20:20:30.823Z
30,5,12,2021-03-23T20:20:30.823Z,2021-03-23T20:20:30.823Z
40,19,7,2021-03-23T20:20:30.823Z,2021-03-23T20:20:30.823Z
50,32,16,2021-03-23T20:20:30.823Z,2021-03-23T20:20:30.823Z
60,28,22,2021-03-23T20:20:30.823Z,2021-03-23T20:20:30.823Z
70,16,20,2021-03-23T20:20:30.823Z,2021-03-23T20:20:30.823Z
80,7,8,2021-03-23T20:20:30.823Z,2021-03-23T20:20:30.823Z
90,2,2,2021-03-23T20:20:30.823Z,2021-03-23T20:20:30.823Z
